Mod:Item:MetaData, Localized Name
RotaryCraft:rotarycraft_item_machine:114, Ground Sprinkler
RotaryCraft:rotarycraft_item_machine:115, Grindstone
RotaryCraft:rotarycraft_item_machine:116, Pneumatic Item Pump
RotaryCraft:rotarycraft_item_machine:118, Refrigeration Unit
RotaryCraft:rotarycraft_item_machine:119, Fluid Compression Chamber
RotaryCraft:rotarycraft_item_machine:120, AutoCrafting Unit
RotaryCraft:rotarycraft_item_machine:121, Composter
RotaryCraft:rotarycraft_item_machine:122, Anti-Air Gun
RotaryCraft:rotarycraft_item_machine:123, Pipe Pump
RotaryCraft:rotarycraft_item_machine:124, Chain Drive
RotaryCraft:rotarycraft_item_machine:125, Centrifuge
RotaryCraft:rotarycraft_item_machine:126, Bedrock Pipe
RotaryCraft:rotarycraft_item_machine:127, Drying Bed
RotaryCraft:rotarycraft_item_machine:128, Liquefaction Machine
RotaryCraft:rotarycraft_item_machine:129, Block Drop Processor
RotaryCraft:rotarycraft_item_machine:130, Item Filter
RotaryCraft:rotarycraft_item_machine:131, Soil Hydrator
RotaryCraft:rotarycraft_item_machine:132, Block Filler
RotaryCraft:rotarycraft_item_machine:133, Gatling Gun
RotaryCraft:rotarycraft_item_machine:134, Spillway
RotaryCraft:rotarycraft_item_machine:135, Flamethrower Turret
RotaryCraft:rotarycraft_item_engine:0, DC Electric Engine
RotaryCraft:rotarycraft_item_engine:1, Wind Turbine
RotaryCraft:rotarycraft_item_engine:2, Steam Engine
RotaryCraft:rotarycraft_item_engine:3, Gasoline Engine
RotaryCraft:rotarycraft_item_engine:4, AC Electric Engine
RotaryCraft:rotarycraft_item_engine:5, Performance Engine
RotaryCraft:rotarycraft_item_engine:6, Hydrokinetic Engine
RotaryCraft:rotarycraft_item_engine:7, Microturbine
RotaryCraft:rotarycraft_item_engine:8, Gas Turbine
RotaryCraft:rotarycraft_item_shaft:0, Wood Shaft
RotaryCraft:rotarycraft_item_shaft:1, Stone Shaft
RotaryCraft:rotarycraft_item_shaft:2, Steel Shaft
RotaryCraft:rotarycraft_item_shaft:3, Diamond Shaft
RotaryCraft:rotarycraft_item_shaft:4, Bedrock Shaft
RotaryCraft:rotarycraft_item_shaft:5, Shaft Cross
RotaryCraft:rotarycraft_item_gearbox:0, Wooden 2:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:1, Stone 2:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:2, Steel 2:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:3, Diamond 2:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:4, Bedrock 2:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:5, Wooden 4:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:6, Stone 4:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:7, Steel 4:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:8, Diamond 4:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:9, Bedrock 4:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:10, Wooden 8:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:11, Stone 8:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:12, Steel 8:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:13, Diamond 8:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:14, Bedrock 8:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:15, Wooden 16:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:16, Stone 16:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:17, Steel 16:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:18, Diamond 16:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:19, Bedrock 16:1 Gearbox
RotaryCraft:rotarycraft_item_flywheel:0, Wood Flywheel
RotaryCraft:rotarycraft_item_flywheel:1, Stone Flywheel
RotaryCraft:rotarycraft_item_flywheel:2, Iron Flywheel
RotaryCraft:rotarycraft_item_flywheel:3, Gold Flywheel
RotaryCraft:rotarycraft_item_advgear:0, Worm Gear
RotaryCraft:rotarycraft_item_advgear:1, CVT Unit
RotaryCraft:rotarycraft_item_advgear:2, Industrial Coil
RotaryCraft:rotarycraft_item_advgear:2, Industrial Coil
RotaryCraft:rotarycraft_item_advgear:2, Industrial Coil
RotaryCraft:rotarycraft_item_advgear:3, High-Ratio Gear
RotaryCraft:rotarycraft_item_shaftcraft:0, Base Panel
RotaryCraft:rotarycraft_item_shaftcraft:1, HSLA Steel Ingot
RotaryCraft:rotarycraft_item_shaftcraft:2, Shaft Unit
RotaryCraft:rotarycraft_item_shaftcraft:3, Mount
RotaryCraft:rotarycraft_item_shaftcraft:4, HSLA Steel Gear
RotaryCraft:rotarycraft_item_shaftcraft:5, 2x Gear Unit
RotaryCraft:rotarycraft_item_shaftcraft:6, 4x Gear Unit
RotaryCraft:rotarycraft_item_shaftcraft:7, 8x Gear Unit
RotaryCraft:rotarycraft_item_shaftcraft:8, 16x Gear Unit
RotaryCraft:rotarycraft_item_shaftcraft:9, HSLA Steel Scrap
RotaryCraft:rotarycraft_item_shaftcraft:10, Iron Scrap
RotaryCraft:rotarycraft_item_shaftcraft:11, Wood Flywheel Core
RotaryCraft:rotarycraft_item_shaftcraft:12, Stone Flywheel Core
RotaryCraft:rotarycraft_item_shaftcraft:13, Iron Flywheel Core
RotaryCraft:rotarycraft_item_shaftcraft:14, Gold Flywheel Core
RotaryCraft:rotarycraft_item_shaftcraft:15, Worm Gear
RotaryCraft:rotarycraft_item_enginecraft:0, Impeller
RotaryCraft:rotarycraft_item_enginecraft:1, Compressor
RotaryCraft:rotarycraft_item_enginecraft:2, Turbine
RotaryCraft:rotarycraft_item_enginecraft:3, Diffuser
RotaryCraft:rotarycraft_item_enginecraft:4, Combustor
RotaryCraft:rotarycraft_item_enginecraft:5, Cylinder
RotaryCraft:rotarycraft_item_enginecraft:6, Radiator
RotaryCraft:rotarycraft_item_enginecraft:7, Condenser
RotaryCraft:rotarycraft_item_enginecraft:8, Gold Coil
RotaryCraft:rotarycraft_item_enginecraft:9, Wood Gear
RotaryCraft:rotarycraft_item_enginecraft:10, Stone Gear
RotaryCraft:rotarycraft_item_enginecraft:11, Diamond Gear
RotaryCraft:rotarycraft_item_enginecraft:12, Bedrock Gear
RotaryCraft:rotarycraft_item_enginecraft:13, Paddle Panel
RotaryCraft:rotarycraft_item_enginecraft:14, Shaft Core
RotaryCraft:rotarycraft_item_enginecraft:14, Shaft Core
RotaryCraft:rotarycraft_item_enginecraft:15, Ignition Unit
RotaryCraft:rotarycraft_item_enginecraft:16, Diamond Shaft Core
RotaryCraft:rotarycraft_item_enginecraft:17, Compound Compressor
RotaryCraft:rotarycraft_item_enginecraft:18, Aluminum Alloy Cylinder
RotaryCraft:rotarycraft_item_enginecraft:19, High-Temperature Combustor
RotaryCraft:rotarycraft_item_misccraft:0, Heat Ray Barrel
RotaryCraft:rotarycraft_item_misccraft:1, Lens
RotaryCraft:rotarycraft_item_misccraft:2, Power Module
RotaryCraft:rotarycraft_item_misccraft:3, Heat Ray Core
RotaryCraft:rotarycraft_item_misccraft:4, Linear Induction Motor
RotaryCraft:rotarycraft_item_misccraft:5, Propeller Blade
RotaryCraft:rotarycraft_item_misccraft:6, Hub
RotaryCraft:rotarycraft_item_misccraft:7, Mirror
RotaryCraft:rotarycraft_item_misccraft:8, Generator
RotaryCraft:rotarycraft_item_misccraft:9, Railgun Accelerator
RotaryCraft:rotarycraft_item_misccraft:10, Turret Base
RotaryCraft:rotarycraft_item_misccraft:11, Turret Aiming Unit
RotaryCraft:rotarycraft_item_misccraft:12, Compound Turbine
RotaryCraft:rotarycraft_item_misccraft:13, Bedrock Tension Coil
RotaryCraft:rotarycraft_item_misccraft:14, Chain Link
RotaryCraft:rotarycraft_item_misccraft:15, Bedrock Drill
RotaryCraft:rotarycraft_item_borecraft:0, Drill
RotaryCraft:rotarycraft_item_borecraft:1, Pressure Head
RotaryCraft:rotarycraft_item_borecraft:2, Radar Unit
RotaryCraft:rotarycraft_item_borecraft:3, Sonar Unit
RotaryCraft:rotarycraft_item_borecraft:4, Circuit Board
RotaryCraft:rotarycraft_item_borecraft:5, Screen
RotaryCraft:rotarycraft_item_borecraft:6, Mixer
RotaryCraft:rotarycraft_item_borecraft:7, Saw
RotaryCraft:rotarycraft_item_borecraft:8, Shaft Bearing
RotaryCraft:rotarycraft_item_borecraft:9, Belt
RotaryCraft:rotarycraft_item_borecraft:10, Ball Bearing
RotaryCraft:rotarycraft_item_borecraft:11, Brake Disc
RotaryCraft:rotarycraft_item_borecraft:12, Tension Coil
RotaryCraft:rotarycraft_item_borecraft:13, Stone Rod
RotaryCraft:rotarycraft_item_borecraft:14, Diamond Shaft Unit
RotaryCraft:rotarycraft_item_borecraft:15, Bedrock Shaft Unit
RotaryCraft:rotarycraft_item_extracts:0, Powdered Coal Ore
RotaryCraft:rotarycraft_item_extracts:1, Powdered Iron Ore
RotaryCraft:rotarycraft_item_extracts:2, Powdered Gold Ore
RotaryCraft:rotarycraft_item_extracts:3, Powdered Redstone Ore
RotaryCraft:rotarycraft_item_extracts:4, Powdered Lapis Ore
RotaryCraft:rotarycraft_item_extracts:5, Powdered Diamond Ore
RotaryCraft:rotarycraft_item_extracts:6, Powdered Emerald Ore
RotaryCraft:rotarycraft_item_extracts:7, Powdered Nether Quartz
RotaryCraft:rotarycraft_item_extracts:8, Coal Ore Slurry
RotaryCraft:rotarycraft_item_extracts:9, Iron Ore Slurry
RotaryCraft:rotarycraft_item_extracts:10, Gold Ore Slurry
RotaryCraft:rotarycraft_item_extracts:11, Redstone Ore Slurry
RotaryCraft:rotarycraft_item_extracts:12, Lapis Ore Slurry
RotaryCraft:rotarycraft_item_extracts:13, Diamond Ore Slurry
RotaryCraft:rotarycraft_item_extracts:14, Emerald Ore Slurry
RotaryCraft:rotarycraft_item_extracts:15, Nether Quartz Slurry
RotaryCraft:rotarycraft_item_extracts:16, Coal Ore Solution
RotaryCraft:rotarycraft_item_extracts:17, Iron Ore Solution
RotaryCraft:rotarycraft_item_extracts:18, Gold Ore Solution
RotaryCraft:rotarycraft_item_extracts:19, Redstone Ore Solution
RotaryCraft:rotarycraft_item_extracts:20, Lapis Ore Solution
RotaryCraft:rotarycraft_item_extracts:21, Diamond Ore Solution
RotaryCraft:rotarycraft_item_extracts:22, Emerald Ore Solution
RotaryCraft:rotarycraft_item_extracts:23, Nether Quartz Solution
RotaryCraft:rotarycraft_item_extracts:24, Coal Ore Flakes
RotaryCraft:rotarycraft_item_extracts:25, Iron Ore Flakes
RotaryCraft:rotarycraft_item_extracts:26, Gold Ore Flakes
RotaryCraft:rotarycraft_item_extracts:27, Redstone Ore Flakes
RotaryCraft:rotarycraft_item_extracts:28, Lapis Ore Flakes
RotaryCraft:rotarycraft_item_extracts:29, Diamond Ore Flakes
RotaryCraft:rotarycraft_item_extracts:30, Emerald Ore Flakes
RotaryCraft:rotarycraft_item_extracts:31, Nether Quartz Flakes
RotaryCraft:rotarycraft_item_extracts:32, Silver Flakes
RotaryCraft:rotarycraft_item_extracts:33, Tungsten Flakes
RotaryCraft:rotarycraft_item_compacts:0, Anthracite
RotaryCraft:rotarycraft_item_compacts:1, Prismane
RotaryCraft:rotarycraft_item_compacts:2, Lonsdaleite
RotaryCraft:rotarycraft_item_compacts:3, Bedrock Alloy Ingot
RotaryCraft:rotarycraft_item_compacts:4, Aluminum Ingot
RotaryCraft:rotarycraft_item_compacts:5, Sintered Tungsten Ingot
RotaryCraft:rotarycraft_item_compacts:6, Inductive Ingot
RotaryCraft:rotarycraft_item_compacts:7, Silver Ingot
RotaryCraft:rotarycraft_item_compacts:8, Coal Coke
RotaryCraft:rotarycraft_item_compacts:9, Spring Steel Ingot
RotaryCraft:rotarycraft_item_compacts:10, Silicon
RotaryCraft:rotarycraft_item_compacts:11, Aluminum Alloy Ingot
RotaryCraft:rotarycraft_item_powders:0, Netherrack Dust
RotaryCraft:rotarycraft_item_powders:1, Tar Sand
RotaryCraft:rotarycraft_item_powders:2, Sludge
RotaryCraft:rotarycraft_item_powders:3, Sawdust
RotaryCraft:rotarycraft_item_powders:4, Bedrock Dust
RotaryCraft:rotarycraft_item_powders:5, Salt
RotaryCraft:rotarycraft_item_powders:6, Ammonium Nitrate
RotaryCraft:rotarycraft_item_powders:7, Silver Iodide
RotaryCraft:rotarycraft_item_powders:8, Aluminum Powder
RotaryCraft:rotarycraft_item_powders:9, Flour
RotaryCraft:rotarycraft_item_powders:10, Coal Dust
RotaryCraft:rotarycraft_item_powders:11, Dry Ice
RotaryCraft:rotarycraft_item_powders:12, Inductive Metal Blend
RotaryCraft:rotarycraft_item_powders:13, Compost
RotaryCraft:rotarycraft_item_powders:14, Silicon Powder
RotaryCraft:rotarycraft_item_powders:15, Mulch
RotaryCraft:rotarycraft_item_powders:16, Ethanol Extract
RotaryCraft:rotarycraft_item_gearunits:0, Wood 2x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:1, Wood 4x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:2, Wood 8x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:3, Wood 16x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:4, Stone 2x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:5, Stone 4x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:6, Stone 8x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:7, Stone 16x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:8, Diamond 2x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:9, Diamond 4x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:10, Diamond 8x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:11, Diamond 16x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:12, Bedrock 2x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:13, Bedrock 4x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:14, Bedrock 8x Gear Unit
RotaryCraft:rotarycraft_item_gearunits:15, Bedrock 16x Gear Unit
RotaryCraft:rotarycraft_item_modextracts:0, Powdered Tin
RotaryCraft:rotarycraft_item_modextracts:1, Tin Slurry
RotaryCraft:rotarycraft_item_modextracts:2, Tin Solution
RotaryCraft:rotarycraft_item_modextracts:3, Tin Flakes
RotaryCraft:rotarycraft_item_modextracts:4, Powdered Copper
RotaryCraft:rotarycraft_item_modextracts:5, Copper Slurry
RotaryCraft:rotarycraft_item_modextracts:6, Copper Solution
RotaryCraft:rotarycraft_item_modextracts:7, Copper Flakes
RotaryCraft:rotarycraft_item_modextracts:8, Powdered Lead
RotaryCraft:rotarycraft_item_modextracts:9, Lead Slurry
RotaryCraft:rotarycraft_item_modextracts:10, Lead Solution
RotaryCraft:rotarycraft_item_modextracts:11, Lead Flakes
RotaryCraft:rotarycraft_item_modextracts:12, Powdered Nickel
RotaryCraft:rotarycraft_item_modextracts:13, Nickel Slurry
RotaryCraft:rotarycraft_item_modextracts:14, Nickel Solution
RotaryCraft:rotarycraft_item_modextracts:15, Nickel Flakes
RotaryCraft:rotarycraft_item_modextracts:16, Powdered Silver
RotaryCraft:rotarycraft_item_modextracts:17, Silver Slurry
RotaryCraft:rotarycraft_item_modextracts:18, Silver Solution
RotaryCraft:rotarycraft_item_modextracts:19, Silver Flakes
RotaryCraft:rotarycraft_item_modextracts:20, Powdered Galena
RotaryCraft:rotarycraft_item_modextracts:21, Galena Slurry
RotaryCraft:rotarycraft_item_modextracts:22, Galena Solution
RotaryCraft:rotarycraft_item_modextracts:23, Galena Flakes
RotaryCraft:rotarycraft_item_modextracts:24, Powdered Aluminum
RotaryCraft:rotarycraft_item_modextracts:25, Aluminum Slurry
RotaryCraft:rotarycraft_item_modextracts:26, Aluminum Solution
RotaryCraft:rotarycraft_item_modextracts:27, Aluminum Flakes
RotaryCraft:rotarycraft_item_modextracts:28, Powdered Iridium
RotaryCraft:rotarycraft_item_modextracts:29, Iridium Slurry
RotaryCraft:rotarycraft_item_modextracts:30, Iridium Solution
RotaryCraft:rotarycraft_item_modextracts:31, Iridium Flakes
RotaryCraft:rotarycraft_item_modextracts:32, Powdered Firestone
RotaryCraft:rotarycraft_item_modextracts:33, Firestone Slurry
RotaryCraft:rotarycraft_item_modextracts:34, Firestone Solution
RotaryCraft:rotarycraft_item_modextracts:35, Firestone Flakes
RotaryCraft:rotarycraft_item_modextracts:36, Powdered Certus Quartz
RotaryCraft:rotarycraft_item_modextracts:37, Certus Quartz Slurry
RotaryCraft:rotarycraft_item_modextracts:38, Certus Quartz Solution
RotaryCraft:rotarycraft_item_modextracts:39, Certus Quartz Flakes
RotaryCraft:rotarycraft_item_modextracts:40, Powdered Uranium
RotaryCraft:rotarycraft_item_modextracts:41, Uranium Slurry
RotaryCraft:rotarycraft_item_modextracts:42, Uranium Solution
RotaryCraft:rotarycraft_item_modextracts:43, Uranium Flakes
RotaryCraft:rotarycraft_item_modextracts:44, Powdered Mercury
RotaryCraft:rotarycraft_item_modextracts:45, Mercury Slurry
RotaryCraft:rotarycraft_item_modextracts:46, Mercury Solution
RotaryCraft:rotarycraft_item_modextracts:47, Mercury Flakes
RotaryCraft:rotarycraft_item_modextracts:48, Powdered Amber
RotaryCraft:rotarycraft_item_modextracts:49, Amber Slurry
RotaryCraft:rotarycraft_item_modextracts:50, Amber Solution
RotaryCraft:rotarycraft_item_modextracts:51, Amber Flakes
RotaryCraft:rotarycraft_item_modextracts:52, Powdered Air Infused
RotaryCraft:rotarycraft_item_modextracts:53, Air Infused Slurry
RotaryCraft:rotarycraft_item_modextracts:54, Air Infused Solution
RotaryCraft:rotarycraft_item_modextracts:55, Air Infused Flakes
RotaryCraft:rotarycraft_item_modextracts:56, Powdered Fire Infused
RotaryCraft:rotarycraft_item_modextracts:57, Fire Infused Slurry
RotaryCraft:rotarycraft_item_modextracts:58, Fire Infused Solution
RotaryCraft:rotarycraft_item_modextracts:59, Fire Infused Flakes
RotaryCraft:rotarycraft_item_modextracts:60, Powdered Water Infused
RotaryCraft:rotarycraft_item_modextracts:61, Water Infused Slurry
RotaryCraft:rotarycraft_item_modextracts:62, Water Infused Solution
RotaryCraft:rotarycraft_item_modextracts:63, Water Infused Flakes
RotaryCraft:rotarycraft_item_modextracts:64, Powdered Earth Infused
RotaryCraft:rotarycraft_item_modextracts:65, Earth Infused Slurry
RotaryCraft:rotarycraft_item_modextracts:66, Earth Infused Solution
RotaryCraft:rotarycraft_item_modextracts:67, Earth Infused Flakes
RotaryCraft:rotarycraft_item_modextracts:68, Powdered Entropy Infused
RotaryCraft:rotarycraft_item_modextracts:69, Entropy Infused Slurry
RotaryCraft:rotarycraft_item_modextracts:70, Entropy Infused Solution
RotaryCraft:rotarycraft_item_modextracts:71, Entropy Infused Flakes
RotaryCraft:rotarycraft_item_modextracts:72, Powdered Order Infused
RotaryCraft:rotarycraft_item_modextracts:73, Order Infused Slurry
RotaryCraft:rotarycraft_item_modextracts:74, Order Infused Solution
RotaryCraft:rotarycraft_item_modextracts:75, Order Infused Flakes
RotaryCraft:rotarycraft_item_modextracts:76, Powdered Apatite
RotaryCraft:rotarycraft_item_modextracts:77, Apatite Slurry
RotaryCraft:rotarycraft_item_modextracts:78, Apatite Solution
RotaryCraft:rotarycraft_item_modextracts:79, Apatite Flakes
RotaryCraft:rotarycraft_item_modextracts:80, Powdered Saltpeter
RotaryCraft:rotarycraft_item_modextracts:81, Saltpeter Slurry
RotaryCraft:rotarycraft_item_modextracts:82, Saltpeter Solution
RotaryCraft:rotarycraft_item_modextracts:83, Saltpeter Flakes
RotaryCraft:rotarycraft_item_modextracts:84, Powdered Tungsten
RotaryCraft:rotarycraft_item_modextracts:85, Tungsten Slurry
RotaryCraft:rotarycraft_item_modextracts:86, Tungsten Solution
RotaryCraft:rotarycraft_item_modextracts:87, Tungsten Flakes
RotaryCraft:rotarycraft_item_modextracts:88, Powdered Nikolite
RotaryCraft:rotarycraft_item_modextracts:89, Nikolite Slurry
RotaryCraft:rotarycraft_item_modextracts:90, Nikolite Solution
RotaryCraft:rotarycraft_item_modextracts:91, Nikolite Flakes
RotaryCraft:rotarycraft_item_modextracts:92, Powdered Peridot
RotaryCraft:rotarycraft_item_modextracts:93, Peridot Slurry
RotaryCraft:rotarycraft_item_modextracts:94, Peridot Solution
RotaryCraft:rotarycraft_item_modextracts:95, Peridot Flakes
RotaryCraft:rotarycraft_item_modextracts:96, Powdered Ruby
RotaryCraft:rotarycraft_item_modextracts:97, Ruby Slurry
RotaryCraft:rotarycraft_item_modextracts:98, Ruby Solution
RotaryCraft:rotarycraft_item_modextracts:99, Ruby Flakes
RotaryCraft:rotarycraft_item_modextracts:100, Powdered Sapphire
RotaryCraft:rotarycraft_item_modextracts:101, Sapphire Slurry
RotaryCraft:rotarycraft_item_modextracts:102, Sapphire Solution
RotaryCraft:rotarycraft_item_modextracts:103, Sapphire Flakes
RotaryCraft:rotarycraft_item_modextracts:104, Powdered Monazit
RotaryCraft:rotarycraft_item_modextracts:105, Monazit Slurry
RotaryCraft:rotarycraft_item_modextracts:106, Monazit Solution
RotaryCraft:rotarycraft_item_modextracts:107, Monazit Flakes
RotaryCraft:rotarycraft_item_modextracts:108, Powdered Force
RotaryCraft:rotarycraft_item_modextracts:109, Force Slurry
RotaryCraft:rotarycraft_item_modextracts:110, Force Solution
RotaryCraft:rotarycraft_item_modextracts:111, Force Flakes
RotaryCraft:rotarycraft_item_modextracts:112, Powdered Nether Coal
RotaryCraft:rotarycraft_item_modextracts:113, Nether Coal Slurry
RotaryCraft:rotarycraft_item_modextracts:114, Nether Coal Solution
RotaryCraft:rotarycraft_item_modextracts:115, Nether Coal Flakes
RotaryCraft:rotarycraft_item_modextracts:116, Powdered Nether Iron
RotaryCraft:rotarycraft_item_modextracts:117, Nether Iron Slurry
RotaryCraft:rotarycraft_item_modextracts:118, Nether Iron Solution
RotaryCraft:rotarycraft_item_modextracts:119, Nether Iron Flakes
RotaryCraft:rotarycraft_item_modextracts:120, Powdered Nether Gold
RotaryCraft:rotarycraft_item_modextracts:121, Nether Gold Slurry
RotaryCraft:rotarycraft_item_modextracts:122, Nether Gold Solution
RotaryCraft:rotarycraft_item_modextracts:123, Nether Gold Flakes
RotaryCraft:rotarycraft_item_modextracts:124, Powdered Nether Redstone
RotaryCraft:rotarycraft_item_modextracts:125, Nether Redstone Slurry
RotaryCraft:rotarycraft_item_modextracts:126, Nether Redstone Solution
RotaryCraft:rotarycraft_item_modextracts:127, Nether Redstone Flakes
RotaryCraft:rotarycraft_item_modextracts:128, Powdered Nether Lapis
RotaryCraft:rotarycraft_item_modextracts:129, Nether Lapis Slurry
RotaryCraft:rotarycraft_item_modextracts:130, Nether Lapis Solution
RotaryCraft:rotarycraft_item_modextracts:131, Nether Lapis Flakes
RotaryCraft:rotarycraft_item_modextracts:132, Powdered Nether Diamond
RotaryCraft:rotarycraft_item_modextracts:133, Nether Diamond Slurry
RotaryCraft:rotarycraft_item_modextracts:134, Nether Diamond Solution
